raw_comp_writers_text,CLEAN_TEXT,split_phrases,preproc_phrases,PREPROC_OUT,"ner_phrases_pos_(0.25, 0.25)","NER_OUT_pos_(0.25, 0.25)",ner_phrases_drop_(0.25),NER_OUT_drop_(0.25),reference_labels,predicted_labels,all_phrases,edit_distance,bleu_score
PEKLINSKY WILLIAM E,,['PEKLINSKY WILLIAM E'],['PEKLINSKY WILLIAM E'],PEKLINSKY WILLIAM E,['PEKLINSKY WILLIAM E'],PEKLINSKY WILLIAM E,['PEKLINSKY WILLIAM E'],PEKLINSKY WILLIAM E,[0],[1],['PEKLINSKY WILLIAM E'],19,0.0
Daniel Seraphine/Ed Drewett/David Wolinski/Alok Achkar Peres Petrillo/Neave Applebaum/OHYES/Kenny Gonzalez/Ella McMahon/Neal Conway,Daniel Seraphine/Ed Drewett/David Wolinski/Alok Achkar Peres Petrillo/Neave Applebaum/OHYES/Kenny Gonzalez/Ella McMahon/Neal Conway,"['Daniel Seraphine', 'Ed Drewett', 'David Wolinski', 'Alok Achkar Peres Petrillo', 'Neave Applebaum', 'OHYES', 'Kenny Gonzalez', 'Ella McMahon', 'Neal Conway']","['Daniel Seraphine', 'Ed Drewett', 'David Wolinski', 'Alok Achkar Peres Petrillo', 'Neave Applebaum', 'OHYES', 'Kenny Gonzalez', 'Ella McMahon', 'Neal Conway']",Daniel Seraphine/Ed Drewett/David Wolinski/Alok Achkar Peres Petrillo/Neave Applebaum/OHYES/Kenny Gonzalez/Ella McMahon/Neal Conway,"['Daniel Seraphine', 'Ed Drewett', 'David Wolinski', 'Alok Achkar Peres Petrillo', 'Neave Applebaum', 'OHYES', 'Kenny Gonzalez', 'Ella McMahon', 'Neal Conway']",Daniel Seraphine/Ed Drewett/David Wolinski/Alok Achkar Peres Petrillo/Neave Applebaum/OHYES/Kenny Gonzalez/Ella McMahon/Neal Conway,"['Daniel Seraphine', 'Ed Drewett', 'David Wolinski', 'Alok Achkar Peres Petrillo', 'Neave Applebaum', 'Kenny Gonzalez', 'Ella McMahon', 'Neal Conway']",Daniel Seraphine/Ed Drewett/David Wolinski/Alok Achkar Peres Petrillo/Neave Applebaum/Kenny Gonzalez/Ella McMahon/Neal Conway,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 1, 1]","['Daniel Seraphine', 'Ella McMahon', 'Neave Applebaum', 'OHYES', 'Kenny Gonzalez', 'Neal Conway', 'David Wolinski', 'Alok Achkar Peres Petrillo', 'Ed Drewett']",6,0.8170333703998377
Jimmy Hai Trinh/Copyright Control/Eirik Gjendemsjø,Jimmy Hai Trinh/Eirik Gjendemsjø,"['Jimmy Hai Trinh', 'Copyright Control', 'Eirik Gjendemsjø']","['Jimmy Hai Trinh', 'Eirik Gjendemsjø']",Jimmy Hai Trinh/Eirik Gjendemsjø,"['Jimmy Hai Trinh', 'Eirik Gjendemsjø']",Jimmy Hai Trinh/Eirik Gjendemsjø,"['Jimmy Hai Trinh', 'Eirik Gjendemsjø']",Jimmy Hai Trinh/Eirik Gjendemsjø,"[1, 1]","[1, 1]","['Jimmy Hai Trinh', 'Eirik Gjendemsjø']",0,1.0
Sanjeev Darshan/Sameer,Sanjeev Darshan/Sameer,"['Sanjeev Darshan', 'Sameer']","['Sanjeev Darshan', 'Sameer']",Sanjeev Darshan/Sameer,"['Sanjeev Darshan', 'Sameer']",Sanjeev Darshan/Sameer,"['Sanjeev Darshan', 'Sameer']",Sanjeev Darshan/Sameer,"[1, 1]","[1, 1]","['Sameer', 'Sanjeev Darshan']",0,1.0
Carlos Melendez,Carlos Melendez,['Carlos Melendez'],['Carlos Melendez'],Carlos Melendez,['Carlos Melendez'],Carlos Melendez,['Carlos Melendez'],Carlos Melendez,[1],[1],['Carlos Melendez'],0,1.0
Ryan Fletcher,Ryan Fletcher,['Ryan Fletcher'],['Ryan Fletcher'],Ryan Fletcher,['Ryan Fletcher'],Ryan Fletcher,['Ryan Fletcher'],Ryan Fletcher,[1],[1],['Ryan Fletcher'],0,1.0
カンザキイオリ,,['カンザキイオリ'],[],,[],,[],,[],[],[],0,0.0
Mike Johnson/Corey Parlamento,Mike Johnson/Corey Parlamento,"['Mike Johnson', 'Corey Parlamento']","['Mike Johnson', 'Corey Parlamento']",Mike Johnson/Corey Parlamento,"['Mike Johnson', 'Corey Parlamento']",Mike Johnson/Corey Parlamento,"['Mike Johnson', 'Corey Parlamento']",Mike Johnson/Corey Parlamento,"[1, 1]","[1, 1]","['Mike Johnson', 'Corey Parlamento']",0,1.0
Sadhu Sarvatitdas,Sadhu Sarvatitdas,['Sadhu Sarvatitdas'],['Sadhu Sarvatitdas'],Sadhu Sarvatitdas,['Sadhu Sarvatitdas'],Sadhu Sarvatitdas,['Sadhu Sarvatitdas'],Sadhu Sarvatitdas,[1],[1],['Sadhu Sarvatitdas'],0,1.0
Anh Khang,,['Anh Khang'],['Anh Khang'],Anh Khang,['Anh Khang'],Anh Khang,['Anh Khang'],Anh Khang,[0],[1],['Anh Khang'],9,0.0
James A Manno & Steve Bloom,,"['James A Manno', 'Steve Bloom']","['James A Manno', 'Steve Bloom']",James A Manno/Steve Bloom,"['James A Manno', 'Steve Bloom']",James A Manno/Steve Bloom,"['James A Manno', 'Steve Bloom']",James A Manno/Steve Bloom,"[0, 0]","[1, 1]","['Steve Bloom', 'James A Manno']",25,0.0
Bobby Sandimanie III,Bobby Sandimanie III,['Bobby Sandimanie III'],['Bobby Sandimanie III'],Bobby Sandimanie III,['Bobby Sandimanie III'],Bobby Sandimanie III,['Bobby Sandimanie III'],Bobby Sandimanie III,[1],[1],['Bobby Sandimanie III'],0,1.0
Auditory Music,Auditory Music,['Auditory Music'],['Auditory'],Auditory,['Auditory'],Auditory,[],,[1],[0],['Auditory Music'],14,0.0
[anonymous],,['[anonymous]'],['[anonymous]'],[anonymous],[],,[],,[],[],[],0,0.0
Ulf Reinhard,Ulf Reinhard,['Ulf Reinhard'],['Ulf Reinhard'],Ulf Reinhard,['Ulf Reinhard'],Ulf Reinhard,['Ulf Reinhard'],Ulf Reinhard,[1],[1],['Ulf Reinhard'],0,1.0
Seven Band,Seven Band,['Seven Band'],['Seven Band'],Seven Band,['Seven Band'],Seven Band,[],,[1],[0],['Seven Band'],10,0.0
Jon King/Jeff Stebbins/Marshall Dutton,Jon King/Jeff Stebbins/Marshall Dutton,"['Jon King', 'Jeff Stebbins', 'Marshall Dutton']","['Jon King', 'Jeff Stebbins', 'Marshall Dutton']",Jon King/Jeff Stebbins/Marshall Dutton,"['Jon King', 'Jeff Stebbins', 'Marshall Dutton']",Jon King/Jeff Stebbins/Marshall Dutton,"['Jon King', 'Jeff Stebbins', 'Marshall Dutton']",Jon King/Jeff Stebbins/Marshall Dutton,"[1, 1, 1]","[1, 1, 1]","['Jon King', 'Jeff Stebbins', 'Marshall Dutton']",0,1.0
Flavio dos Teclados,Flavio dos Teclados,['Flavio dos Teclados'],['Flavio dos Teclados'],Flavio dos Teclados,['Flavio dos Teclados'],Flavio dos Teclados,['Flavio dos Teclados'],Flavio dos Teclados,[1],[1],['Flavio dos Teclados'],0,1.0
C CASSAR CYPRIAN/C DESCHREYVER LORILEE/C GRECH JOVEN/CA SHAH ROGER PIERRE/PA & TENISHIA FEAT. LORILEE ROGER SHAH,CASSAR/CYPRIAN/DESCHREYVER/LORILEE/GRECH/JOVEN/CA/SHAH/ROGER/PIERRE/PA/&/TENISHIA/FEAT./LORILEE/ROGER/SHAH,"['C CASSAR CYPRIAN', 'C DESCHREYVER LORILEE', 'C GRECH JOVEN', 'CA SHAH ROGER PIERRE', 'PA', 'TENISHIA FEAT. LORILEE ROGER SHAH']","['C CASSAR CYPRIAN', 'C DESCHREYVER LORILEE', 'C GRECH JOVEN', 'SHAH ROGER PIERRE', 'TENISHIA FEAT. LORILEE ROGER SHAH']",C CASSAR CYPRIAN/C DESCHREYVER LORILEE/C GRECH JOVEN/SHAH ROGER PIERRE/TENISHIA FEAT. LORILEE ROGER SHAH,"['C CASSAR CYPRIAN', 'C DESCHREYVER LORILEE', 'C GRECH JOVEN', 'SHAH ROGER PIERRE', 'TENISHIA FEAT. LORILEE ROGER SHAH']",C CASSAR CYPRIAN/C DESCHREYVER LORILEE/C GRECH JOVEN/SHAH ROGER PIERRE/TENISHIA FEAT. LORILEE ROGER SHAH,"['C GRECH JOVEN', 'SHAH ROGER PIERRE']",C GRECH JOVEN/SHAH ROGER PIERRE,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","['ROGER', 'CASSAR', 'DESCHREYVER', 'LORILEE', '&', 'PA', 'JOVEN', 'TENISHIA', 'GRECH', 'SHAH', 'CA', 'SHAH ROGER PIERRE', 'PIERRE', 'FEAT.', 'CYPRIAN', 'C GRECH JOVEN']",67,0.0
"Trad45,Drip 4L,Trench Baby",Trad45/Drip 4L/Trench Baby,"['Trad45', 'Drip 4L', 'Trench Baby']","['Trad45', 'Drip 4L', 'Trench Baby']",Trad45/Drip 4L/Trench Baby,"['Trad45', 'Drip 4L', 'Trench Baby']",Trad45/Drip 4L/Trench Baby,[],,"[1, 1, 1]","[0, 0, 0]","['Trad45', 'Drip 4L', 'Trench Baby']",26,0.0
"B. Mann/S. Jones/N. Sugarman/T. Brenneck/H. Steinweiss/Bosco Mann, BMI/Boscosound Music (BMI)/Treatsound Music (BMI)/Extraordinaire Music (BMI)",S. Jones/N. Sugarman/Extraordinaire Music,"['B. Mann', 'S. Jones', 'N. Sugarman', 'T. Brenneck', 'H. Steinweiss', 'Bosco Mann', 'BMI', 'Boscosound Music', 'BMI', 'Treatsound Music', 'BMI', 'Extraordinaire Music', 'BMI']","['B. Mann', 'S. Jones', 'N. Sugarman', 'T. Brenneck', 'H. Steinweiss', 'Bosco Mann', 'BMI', 'Boscosound', 'BMI', 'Treatsound', 'BMI', 'Extraordinaire', 'BMI']",B. Mann/S. Jones/N. Sugarman/T. Brenneck/H. Steinweiss/Bosco Mann/BMI/Boscosound/BMI/Treatsound/BMI/Extraordinaire/BMI,"['B. Mann', 'S. Jones', 'N. Sugarman', 'T. Brenneck', 'H. Steinweiss', 'Bosco Mann', 'BMI', 'Boscosound', 'BMI', 'Treatsound', 'BMI', 'Extraordinaire', 'BMI']",B. Mann/S. Jones/N. Sugarman/T. Brenneck/H. Steinweiss/Bosco Mann/BMI/Boscosound/BMI/Treatsound/BMI/Extraordinaire/BMI,"['B. Mann', 'S. Jones', 'N. Sugarman', 'T. Brenneck', 'H. Steinweiss', 'Bosco Mann']",B. Mann/S. Jones/N. Sugarman/T. Brenneck/H. Steinweiss/Bosco Mann,"[0, 1, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 1, 1, 1]","['H. Steinweiss', 'N. Sugarman', 'Extraordinaire Music', 'B. Mann', 'Bosco Mann', 'S. Jones', 'T. Brenneck']",41,0.08164965809277261
Gerome Ragni/James Rado/Galt MacDermot,Gerome Ragni/James Rado/Galt MacDermot,"['Gerome Ragni', 'James Rado', 'Galt MacDermot']","['Gerome Ragni', 'James Rado', 'Galt MacDermot']",Gerome Ragni/James Rado/Galt MacDermot,"['Gerome Ragni', 'James Rado', 'Galt MacDermot']",Gerome Ragni/James Rado/Galt MacDermot,"['Gerome Ragni', 'James Rado', 'Galt MacDermot']",Gerome Ragni/James Rado/Galt MacDermot,"[1, 1, 1]","[1, 1, 1]","['James Rado', 'Gerome Ragni', 'Galt MacDermot']",0,1.0
Tushencov Ruslan Sergeevich/Anatolij Konstantinovich Majorov,Tushencov Ruslan Sergeevich/Anatolij Konstantinovich Majorov,"['Tushencov Ruslan Sergeevich', 'Anatolij Konstantinovich Majorov']","['Tushencov Ruslan Sergeevich', 'Anatolij Konstantinovich Majorov']",Tushencov Ruslan Sergeevich/Anatolij Konstantinovich Majorov,"['Tushencov Ruslan Sergeevich', 'Anatolij Konstantinovich Majorov']",Tushencov Ruslan Sergeevich/Anatolij Konstantinovich Majorov,"['Tushencov Ruslan Sergeevich', 'Anatolij Konstantinovich Majorov']",Tushencov Ruslan Sergeevich/Anatolij Konstantinovich Majorov,"[1, 1]","[1, 1]","['Anatolij Konstantinovich Majorov', 'Tushencov Ruslan Sergeevich']",0,1.0
"<Unknown>/Owens, Jonathan H",Owens/Jonathan H,"['<Unknown>', 'Owens', 'Jonathan H']","['Owens', 'Jonathan H']",Owens/Jonathan H,"['Owens', 'Jonathan H']",Owens/Jonathan H,"['Owens', 'Jonathan H']",Owens/Jonathan H,"[1, 1]","[1, 1]","['Jonathan H', 'Owens']",0,1.0
Tsandy Rizal Adi Pradana,Tsandy Rizal Adi Pradana,['Tsandy Rizal Adi Pradana'],['Tsandy Rizal Adi Pradana'],Tsandy Rizal Adi Pradana,['Tsandy Rizal Adi Pradana'],Tsandy Rizal Adi Pradana,['Tsandy Rizal Adi Pradana'],Tsandy Rizal Adi Pradana,[1],[1],['Tsandy Rizal Adi Pradana'],0,1.0
Leticia Meraz Gallardo,Leticia Meraz Gallardo,['Leticia Meraz Gallardo'],['Leticia Meraz Gallardo'],Leticia Meraz Gallardo,['Leticia Meraz Gallardo'],Leticia Meraz Gallardo,['Leticia Meraz Gallardo'],Leticia Meraz Gallardo,[1],[1],['Leticia Meraz Gallardo'],0,1.0
Anup Rubens,Anup Rubens,['Anup Rubens'],['Anup Rubens'],Anup Rubens,['Anup Rubens'],Anup Rubens,['Anup Rubens'],Anup Rubens,[1],[1],['Anup Rubens'],0,1.0
Librado Perez Vega,Librado Perez Vega,['Librado Perez Vega'],['Librado Perez Vega'],Librado Perez Vega,['Librado Perez Vega'],Librado Perez Vega,['Librado Perez Vega'],Librado Perez Vega,[1],[1],['Librado Perez Vega'],0,1.0
Lam Phương,Lam Phương,['Lam Phương'],['Lam Phương'],Lam Phương,['Lam Phương'],Lam Phương,['Lam Phương'],Lam Phương,[1],[1],['Lam Phương'],0,1.0
Flub,Flub,['Flub'],['Flub'],Flub,['Flub'],Flub,[],,[1],[0],['Flub'],4,0.0
Edward Jay/Fiona Ruth Barrow/The Scoring House,Edward Jay/Fiona Ruth Barrow,"['Edward Jay', 'Fiona Ruth Barrow', 'The Scoring House']","['Edward Jay', 'Fiona Ruth Barrow', 'The Scoring House']",Edward Jay/Fiona Ruth Barrow/The Scoring House,"['Edward Jay', 'Fiona Ruth Barrow', 'The Scoring House']",Edward Jay/Fiona Ruth Barrow/The Scoring House,"['Edward Jay', 'Fiona Ruth Barrow']",Edward Jay/Fiona Ruth Barrow,"[1, 1]","[1, 1]","['Fiona Ruth Barrow', 'Edward Jay']",0,1.0
Ferry Ridderhof,Ferry Ridderhof,['Ferry Ridderhof'],['Ferry Ridderhof'],Ferry Ridderhof,['Ferry Ridderhof'],Ferry Ridderhof,['Ferry Ridderhof'],Ferry Ridderhof,[1],[1],['Ferry Ridderhof'],0,1.0
Cliff Burton/James Hetfield/Lars Ulrich/Kirk Hammett,Cliff Burton/James Hetfield/Lars Ulrich/Kirk Hammett,"['Cliff Burton', 'James Hetfield', 'Lars Ulrich', 'Kirk Hammett']","['Cliff Burton', 'James Hetfield', 'Lars Ulrich', 'Kirk Hammett']",Cliff Burton/James Hetfield/Lars Ulrich/Kirk Hammett,"['Cliff Burton', 'James Hetfield', 'Lars Ulrich', 'Kirk Hammett']",Cliff Burton/James Hetfield/Lars Ulrich/Kirk Hammett,"['Cliff Burton', 'James Hetfield', 'Lars Ulrich', 'Kirk Hammett']",Cliff Burton/James Hetfield/Lars Ulrich/Kirk Hammett,"[1, 1, 1, 1]","[1, 1, 1, 1]","['Cliff Burton', 'Lars Ulrich', 'James Hetfield', 'Kirk Hammett']",0,1.0
Just Creative 111,Just Creative 111,['Just Creative 111'],['Just Creative 111'],Just Creative 111,['Just Creative 111'],Just Creative 111,[],,[1],[0],['Just Creative 111'],17,0.0
Toohda Band$,Toohda Band$,['Toohda Band$'],['Toohda Band$'],Toohda Band$,['Toohda Band$'],Toohda Band$,['Toohda Band$'],Toohda Band$,[1],[1],['Toohda Band$'],0,1.0
David Macklovitch/Pee Thugg,David Macklovitch/Pee Thugg,"['David Macklovitch', 'Pee Thugg']","['David Macklovitch', 'Pee Thugg']",David Macklovitch/Pee Thugg,"['David Macklovitch', 'Pee Thugg']",David Macklovitch/Pee Thugg,"['David Macklovitch', 'Pee Thugg']",David Macklovitch/Pee Thugg,"[1, 1]","[1, 1]","['Pee Thugg', 'David Macklovitch']",0,1.0
Phora,Phora,['Phora'],['Phora'],Phora,['Phora'],Phora,['Phora'],Phora,[1],[1],['Phora'],0,1.0
Scott Conner/Mandarah Musikverlag,Scott Conner,"['Scott Conner', 'Mandarah Musikverlag']","['Scott Conner', 'Mandarah Musikverlag']",Scott Conner/Mandarah Musikverlag,"['Scott Conner', 'Mandarah Musikverlag']",Scott Conner/Mandarah Musikverlag,"['Scott Conner', 'Mandarah Musikverlag']",Scott Conner/Mandarah Musikverlag,"[1, 0]","[1, 1]","['Scott Conner', 'Mandarah Musikverlag']",21,0.223606797749979
Colin Leadbetter/Copyright Control,Colin Leadbetter,"['Colin Leadbetter', 'Copyright Control']",['Colin Leadbetter'],Colin Leadbetter,['Colin Leadbetter'],Colin Leadbetter,['Colin Leadbetter'],Colin Leadbetter,[1],[1],['Colin Leadbetter'],0,1.0
Jack Curran,Jack Curran,['Jack Curran'],['Jack Curran'],Jack Curran,['Jack Curran'],Jack Curran,['Jack Curran'],Jack Curran,[1],[1],['Jack Curran'],0,1.0
Attohoun Azaad Sylvain,,['Attohoun Azaad Sylvain'],['Attohoun Azaad Sylvain'],Attohoun Azaad Sylvain,['Attohoun Azaad Sylvain'],Attohoun Azaad Sylvain,['Attohoun Azaad Sylvain'],Attohoun Azaad Sylvain,[0],[1],['Attohoun Azaad Sylvain'],22,0.0
"<Unknown>/O'donnell, Tristan",O'donnell/Tristan,"['<Unknown>', ""O'donnell"", 'Tristan']","[""O'donnell"", 'Tristan']",O'donnell/Tristan,"[""O'donnell"", 'Tristan']",O'donnell/Tristan,"[""O'donnell"", 'Tristan']",O'donnell/Tristan,"[1, 1]","[1, 1]","[""O'donnell"", 'Tristan']",0,1.0
Magnifik & Cam Nacson & Djuro,Magnifik/Cam Nacson/Djuro,"['Magnifik', 'Cam Nacson', 'Djuro']","['Magnifik', 'Cam Nacson', 'Djuro']",Magnifik/Cam Nacson/Djuro,"['Magnifik', 'Cam Nacson', 'Djuro']",Magnifik/Cam Nacson/Djuro,"['Magnifik', 'Cam Nacson', 'Djuro']",Magnifik/Cam Nacson/Djuro,"[1, 1, 1]","[1, 1, 1]","['Magnifik', 'Djuro', 'Cam Nacson']",0,1.0
"<Unknown>/Munroe, Romaine",Munroe/Romaine,"['<Unknown>', 'Munroe', 'Romaine']","['Munroe', 'Romaine']",Munroe/Romaine,"['Munroe', 'Romaine']",Munroe/Romaine,"['Munroe', 'Romaine']",Munroe/Romaine,"[1, 1]","[1, 1]","['Munroe', 'Romaine']",0,1.0
"<Unknown>/Ervay, Jamie J.",Ervay/Jamie J.,"['<Unknown>', 'Ervay', 'Jamie J.']","['Ervay', 'Jamie J.']",Ervay/Jamie J.,"['Ervay', 'Jamie J.']",Ervay/Jamie J.,"['Ervay', 'Jamie J.']",Ervay/Jamie J.,"[1, 1]","[1, 1]","['Jamie J.', 'Ervay']",0,1.0
Kevin Morris-Black,Kevin Morris-Black,['Kevin Morris-Black'],['Kevin Morris-Black'],Kevin Morris-Black,['Kevin Morris-Black'],Kevin Morris-Black,['Kevin Morris-Black'],Kevin Morris-Black,[1],[1],['Kevin Morris-Black'],0,1.0
Mino Reitano/Franco Reitano/L. Länsi,Mino Reitano/Franco Reitano/L. Länsi,"['Mino Reitano', 'Franco Reitano', 'L. Länsi']","['Mino Reitano', 'Franco Reitano', 'L. Länsi']",Mino Reitano/Franco Reitano/L. Länsi,"['Mino Reitano', 'Franco Reitano', 'L. Länsi']",Mino Reitano/Franco Reitano/L. Länsi,"['Mino Reitano', 'Franco Reitano', 'L. Länsi']",Mino Reitano/Franco Reitano/L. Länsi,"[1, 1, 1]","[1, 1, 1]","['Mino Reitano', 'Franco Reitano', 'L. Länsi']",0,1.0
Sharief Bouchet/Dame Grease/Kasino,Sharief Bouchet/Dame Grease/Kasino,"['Sharief Bouchet', 'Dame Grease', 'Kasino']","['Sharief Bouchet', 'Dame Grease', 'Kasino']",Sharief Bouchet/Dame Grease/Kasino,"['Sharief Bouchet', 'Dame Grease', 'Kasino']",Sharief Bouchet/Dame Grease/Kasino,"['Sharief Bouchet', 'Kasino']",Sharief Bouchet/Kasino,"[1, 1, 1]","[1, 0, 1]","['Kasino', 'Dame Grease', 'Sharief Bouchet']",17,0.19180183554164504
Adam Anders/Nikki Hassman,Adam Anders/Nikki Hassman,"['Adam Anders', 'Nikki Hassman']","['Adam Anders', 'Nikki Hassman']",Adam Anders/Nikki Hassman,"['Adam Anders', 'Nikki Hassman']",Adam Anders/Nikki Hassman,"['Adam Anders', 'Nikki Hassman']",Adam Anders/Nikki Hassman,"[1, 1]","[1, 1]","['Adam Anders', 'Nikki Hassman']",0,1.0
米津玄師,,['米津玄師'],[],,[],,[],,[],[],[],0,0.0
Byiome Muir,Byiome Muir,['Byiome Muir'],['Byiome Muir'],Byiome Muir,['Byiome Muir'],Byiome Muir,['Byiome Muir'],Byiome Muir,[1],[1],['Byiome Muir'],0,1.0
Floyd Hunt,Floyd Hunt,['Floyd Hunt'],['Floyd Hunt'],Floyd Hunt,['Floyd Hunt'],Floyd Hunt,['Floyd Hunt'],Floyd Hunt,[1],[1],['Floyd Hunt'],0,1.0
"Robert Villanueva,Austin Mahone",Robert Villanueva/Austin Mahone,"['Robert Villanueva', 'Austin Mahone']","['Robert Villanueva', 'Austin Mahone']",Robert Villanueva/Austin Mahone,"['Robert Villanueva', 'Austin Mahone']",Robert Villanueva/Austin Mahone,"['Robert Villanueva', 'Austin Mahone']",Robert Villanueva/Austin Mahone,"[1, 1]","[1, 1]","['Robert Villanueva', 'Austin Mahone']",0,1.0
Galaanaa Gaaromsaa,Galaanaa Gaaromsaa,['Galaanaa Gaaromsaa'],['Galaanaa Gaaromsaa'],Galaanaa Gaaromsaa,['Galaanaa Gaaromsaa'],Galaanaa Gaaromsaa,['Galaanaa Gaaromsaa'],Galaanaa Gaaromsaa,[1],[1],['Galaanaa Gaaromsaa'],0,1.0
Marty Paich/Lee Gillette/Frank Loesser,Marty Paich/Lee Gillette/Frank Loesser,"['Marty Paich', 'Lee Gillette', 'Frank Loesser']","['Marty Paich', 'Lee Gillette', 'Frank Loesser']",Marty Paich/Lee Gillette/Frank Loesser,"['Marty Paich', 'Lee Gillette', 'Frank Loesser']",Marty Paich/Lee Gillette/Frank Loesser,"['Marty Paich', 'Lee Gillette', 'Frank Loesser']",Marty Paich/Lee Gillette/Frank Loesser,"[1, 1, 1]","[1, 1, 1]","['Frank Loesser', 'Marty Paich', 'Lee Gillette']",0,1.0
Daniel Alejandro Mejía,Daniel Alejandro Mejía,['Daniel Alejandro Mejía'],['Daniel Alejandro Mejía'],Daniel Alejandro Mejía,['Daniel Alejandro Mejía'],Daniel Alejandro Mejía,['Daniel Alejandro Mejía'],Daniel Alejandro Mejía,[1],[1],['Daniel Alejandro Mejía'],0,1.0
Fritz Kreisler/Сергей Васильевич Рахманинов,,"['Fritz Kreisler', 'Сергей Васильевич Рахманинов']",['Fritz Kreisler'],Fritz Kreisler,['Fritz Kreisler'],Fritz Kreisler,['Fritz Kreisler'],Fritz Kreisler,[0],[1],['Fritz Kreisler'],14,0.0
Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart,['Wolfgang Amadeus Mozart'],['Wolfgang Amadeus Mozart'],Wolfgang Amadeus Mozart,['Wolfgang Amadeus Mozart'],Wolfgang Amadeus Mozart,['Wolfgang Amadeus Mozart'],Wolfgang Amadeus Mozart,[1],[1],['Wolfgang Amadeus Mozart'],0,1.0
Virginio Aiello,Virginio Aiello,['Virginio Aiello'],['Virginio Aiello'],Virginio Aiello,['Virginio Aiello'],Virginio Aiello,['Virginio Aiello'],Virginio Aiello,[1],[1],['Virginio Aiello'],0,1.0
Anjaan/Rahul Dev Burman,Anjaan/Rahul Dev Burman,"['Anjaan', 'Rahul Dev Burman']","['Anjaan', 'Rahul Dev Burman']",Anjaan/Rahul Dev Burman,"['Anjaan', 'Rahul Dev Burman']",Anjaan/Rahul Dev Burman,"['Anjaan', 'Rahul Dev Burman']",Anjaan/Rahul Dev Burman,"[1, 1]","[1, 1]","['Rahul Dev Burman', 'Anjaan']",0,1.0
José Luis Garibay,José Luis Garibay,['José Luis Garibay'],['José Luis Garibay'],José Luis Garibay,['José Luis Garibay'],José Luis Garibay,['José Luis Garibay'],José Luis Garibay,[1],[1],['José Luis Garibay'],0,1.0
La Familia Valera Miranda,La Familia Valera Miranda,['La Familia Valera Miranda'],['La Familia Valera Miranda'],La Familia Valera Miranda,['La Familia Valera Miranda'],La Familia Valera Miranda,['La Familia Valera Miranda'],La Familia Valera Miranda,[1],[1],['La Familia Valera Miranda'],0,1.0
Joseph Haydn/Michael Bremner,Joseph Haydn/Michael Bremner,"['Joseph Haydn', 'Michael Bremner']","['Joseph Haydn', 'Michael Bremner']",Joseph Haydn/Michael Bremner,"['Joseph Haydn', 'Michael Bremner']",Joseph Haydn/Michael Bremner,"['Joseph Haydn', 'Michael Bremner']",Joseph Haydn/Michael Bremner,"[1, 1]","[1, 1]","['Joseph Haydn', 'Michael Bremner']",0,1.0
Megan Thee Stallion,Megan Thee Stallion,['Megan Thee Stallion'],['Megan Thee Stallion'],Megan Thee Stallion,['Megan Thee Stallion'],Megan Thee Stallion,['Megan Thee Stallion'],Megan Thee Stallion,[1],[1],['Megan Thee Stallion'],0,1.0
Joseph Tearial Gordon Jr.,Joseph Tearial Gordon Jr.,['Joseph Tearial Gordon Jr.'],['Joseph Tearial Gordon Jr.'],Joseph Tearial Gordon Jr.,['Joseph Tearial Gordon Jr.'],Joseph Tearial Gordon Jr.,['Joseph Tearial Gordon Jr.'],Joseph Tearial Gordon Jr.,[1],[1],['Joseph Tearial Gordon Jr.'],0,1.0
Nolan Lambroza/Michael Pollack/Nguyễn Anh Vũ/Alec Shane Benjamin,Nolan Lambroza/Michael Pollack/Nguyễn Anh Vũ/Alec Shane Benjamin,"['Nolan Lambroza', 'Michael Pollack', 'Nguyễn Anh Vũ', 'Alec Shane Benjamin']","['Nolan Lambroza', 'Michael Pollack', 'Nguyễn Anh V', 'Alec Shane Benjamin']",Nolan Lambroza/Michael Pollack/Nguyễn Anh V/Alec Shane Benjamin,"['Nolan Lambroza', 'Michael Pollack', 'Nguyễn Anh V', 'Alec Shane Benjamin']",Nolan Lambroza/Michael Pollack/Nguyễn Anh V/Alec Shane Benjamin,"['Nolan Lambroza', 'Michael Pollack', 'Nguyễn Anh V', 'Alec Shane Benjamin']",Nolan Lambroza/Michael Pollack/Nguyễn Anh V/Alec Shane Benjamin,"[0, 1, 1, 1, 1]","[1, 1, 1, 0, 1]","['Nguyễn Anh V', 'Alec Shane Benjamin', 'Nolan Lambroza', 'Nguyễn Anh Vũ', 'Michael Pollack']",24,0.15811388300841897
